InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571183,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,2011-10-14 11:08:00,2.95,14796.0,United Kingdom
537888,22621,TRADITIONAL KNITTING NANCY,12,2010-12-09 10:04:00,1.45,15358.0,United Kingdom
547944,21626,VINTAGE UNION JACK PENNANT,36,2011-03-28 14:59:00,1.95,12971.0,United Kingdom
555327,22668,PINK BABY BUNTING,4,2011-06-02 11:03:00,5.79,,United Kingdom
576345,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-11-14 15:37:00,0.55,12374.0,Austria
555275,22494,EMERGENCY FIRST AID TIN ,1,2011-06-01 17:18:00,2.46,,United Kingdom
554699,21556,CERAMIC STRAWBERRY MONEY BOX,6,2011-05-26 09:17:00,2.55,12613.0,Germany
547860,20979,36 PENCILS TUBE RED RETROSPOT,2,2011-03-27 12:21:00,1.25,17625.0,United Kingdom
576323,15056BL,EDWARDIAN PARASOL BLACK,2,2011-11-14 15:10:00,5.95,16161.0,United Kingdom
542216,16156L,"WRAP, CAROUSEL",25,2011-01-26 12:29:00,0.42,14911.0,EIRE
561513,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,2011-07-27 15:12:00,2.46,,United Kingdom
553707,23284,DOORMAT KEEP CALM AND COME IN,10,2011-05-18 15:26:00,6.75,16843.0,United Kingdom
578074,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-11-22 16:06:00,2.08,17590.0,United Kingdom
563549,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,2011-08-17 12:34:00,3.29,,United Kingdom
551137,47566B,TEA TIME PARTY BUNTING,4,2011-04-26 13:05:00,4.95,15581.0,United Kingdom
566345,23215,JINGLE BELL HEART ANTIQUE SILVER,6,2011-09-12 12:27:00,2.08,17685.0,United Kingdom
581020,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,2011-12-07 10:12:00,1.79,17511.0,United Kingdom
544368,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1,2011-02-18 11:27:00,1.25,14057.0,United Kingdom
580872,23379,PACK OF 12 RED APPLE TISSUES,2,2011-12-06 12:02:00,0.39,18283.0,United Kingdom
540995,84509E,SET OF 4 CAROUSEL PLACEMATS ,1,2011-01-13 09:30:00,3.29,,United Kingdom
572969,22595,GINGHAM HEART DECORATION,12,2011-10-27 10:46:00,0.85,13363.0,United Kingdom
571797,21876,POTTERING MUG,4,2011-10-19 11:41:00,3.29,,United Kingdom
546648,21327,SKULLS WRITING SET ,2,2011-03-15 14:15:00,2.46,,United Kingdom
575051,22197,POPCORN HOLDER,4,2011-11-08 12:14:00,0.85,15957.0,United Kingdom
553224,23154,SET OF 4 JAM JAR MAGNETS,2,2011-05-16 10:40:00,2.08,17228.0,United Kingdom
543171,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-02-04 09:11:00,4.96,,United Kingdom
571082,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1,2011-10-13 15:25:00,2.46,,United Kingdom
563328,85114A,BLACK ENCHANTED FOREST PLACEMAT,1,2011-08-15 13:07:00,1.65,14606.0,United Kingdom
578519,21931,JUMBO STORAGE BAG SUKI,1,2011-11-24 13:56:00,2.08,14591.0,United Kingdom
573585,21824,PAINTED METAL STAR WITH HOLLY BELLS,78,2011-10-31 14:41:00,0.83,,United Kingdom
559297,85152,HAND OVER THE CHOCOLATE   SIGN ,5,2011-07-07 12:36:00,2.1,16743.0,United Kingdom
563935,23075,PARLOUR CERAMIC WALL HOOK,1,2011-08-21 16:24:00,4.15,15547.0,United Kingdom
536851,22128,PARTY CONES CANDY ASSORTED,60,2010-12-03 09:49:00,1.25,12967.0,United Kingdom
540551,85211,S/4 GROOVY CAT MAGNETS,1,2011-01-10 09:43:00,3.36,,United Kingdom
575943,23238,SET OF 4 KNICK KNACK TINS LONDON ,2,2011-11-13 11:44:00,4.15,17920.0,United Kingdom
551531,22315,200 RED + WHITE BENDY STRAWS,6,2011-05-01 13:45:00,1.25,15376.0,United Kingdom
554509,22200,FRYING PAN PINK POLKADOT,1,2011-05-24 15:45:00,4.25,17375.0,United Kingdom
577785,22573,STAR WOODEN CHRISTMAS DECORATION,9,2011-11-21 16:25:00,0.85,16369.0,United Kingdom
560223,23206,LUNCH BAG APPLE DESIGN,2,2011-07-15 15:32:00,1.65,16904.0,United Kingdom
C579739,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-1,2011-11-30 14:28:00,14.95,16956.0,United Kingdom
541855,22796,PHOTO FRAME 3 CLASSIC HANGING,3,2011-01-23 14:59:00,9.95,13742.0,United Kingdom
574591,23470,CARD HOLDER LOVE BIRD LARGE ,2,2011-11-06 10:47:00,6.25,15745.0,United Kingdom
565565,22193,RED DINER WALL CLOCK,2,2011-09-05 12:20:00,8.5,14534.0,United Kingdom
570252,21166,COOK WITH WINE METAL SIGN ,12,2011-10-10 09:14:00,2.08,14665.0,United Kingdom
571931,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-10-19 16:59:00,10.79,,United Kingdom
574673,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,20,2011-11-06 12:26:00,0.29,15555.0,United Kingdom
573387,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-10-30 14:33:00,1.65,15054.0,United Kingdom
552563,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-10 11:54:00,1.45,17597.0,United Kingdom
547937,22914,BLUE COAT RACK PARIS FASHION,1,2011-03-28 14:27:00,4.95,15068.0,United Kingdom
569468,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-10-04 11:56:00,0.55,16186.0,United Kingdom
545162,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,2011-02-28 13:35:00,5.95,16187.0,United Kingdom
557886,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,2011-06-23 13:39:00,3.75,17799.0,United Kingdom
578539,22745,POPPY'S PLAYHOUSE BEDROOM ,12,2011-11-24 14:55:00,2.1,,Unspecified
566018,22329,ROUND CONTAINER SET OF 5 RETROSPOT,3,2011-09-08 12:42:00,1.65,13137.0,United Kingdom
580136,85199S,SMALL HANGING IVORY/RED WOOD BIRD,7,2011-12-01 19:42:00,0.42,17841.0,United Kingdom
553034,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-05-12 20:03:00,0.85,17970.0,United Kingdom
561651,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2011-07-28 15:36:00,1.25,,United Kingdom
569137,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-09-30 14:45:00,7.46,,United Kingdom
573585,22419,LIPSTICK PEN RED,18,2011-10-31 14:41:00,0.83,,United Kingdom
539353,85174,S/4 CACTI CANDLES,4,2010-12-17 11:30:00,4.95,12782.0,Portugal
576840,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-16 15:23:00,1.25,,United Kingdom
C577360,21137,BLACK RECORD COVER FRAME,-4,2011-11-18 16:12:00,3.75,13012.0,United Kingdom
564754,22429,ENAMEL MEASURING JUG CREAM,1,2011-08-30 10:29:00,8.29,,United Kingdom
578013,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1,2011-11-22 12:55:00,0.85,17360.0,United Kingdom
543275,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,1,2011-02-06 12:49:00,8.95,13584.0,United Kingdom
553860,22614,PACK OF 12 SPACEBOY TISSUES,15,2011-05-19 13:57:00,0.29,17841.0,United Kingdom
541696,70007,HI TEC ALPINE HAND WARMER,1,2011-01-20 18:08:00,1.63,,United Kingdom
580661,23439,HAND WARMER RED LOVE HEART,2,2011-12-05 13:52:00,2.1,17218.0,United Kingdom
545053,22148,EASTER CRAFT 4 CHICKS ,6,2011-02-27 12:41:00,1.95,17516.0,United Kingdom
574856,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-11-07 12:06:00,9.96,,United Kingdom
579694,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-11-30 14:11:00,16.63,,United Kingdom
539473,48188,DOORMAT WELCOME PUPPIES,2,2010-12-19 14:24:00,7.95,14911.0,EIRE
581455,23401,RUSTIC MIRROR WITH LACE HEART,18,2011-12-08 18:25:00,4.15,18102.0,United Kingdom
573083,22489,PACK OF 12 TRADITIONAL CRAYONS,6,2011-10-27 14:22:00,0.42,13735.0,United Kingdom
568048,23212,HEART WREATH DECORATION WITH BELL,12,2011-09-23 12:36:00,1.25,14911.0,EIRE
550479,22621,TRADITIONAL KNITTING NANCY,24,2011-04-18 14:01:00,1.65,15625.0,United Kingdom
547042,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-03-20 11:00:00,5.79,,United Kingdom
547895,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-03-28 10:52:00,0.42,18118.0,United Kingdom
573576,20707,CRAZY DAISY HEART DECORATION,1,2011-10-31 14:09:00,2.46,14096.0,United Kingdom
566589,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-09-13 14:50:00,2.95,14753.0,United Kingdom
574475,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-11-04 12:18:00,0.85,14132.0,United Kingdom
C577849,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-3,2011-11-22 10:59:00,2.95,14534.0,United Kingdom
569898,21931,JUMBO STORAGE BAG SUKI,4,2011-10-06 16:08:00,4.13,,United Kingdom
558370,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-06-28 15:44:00,1.65,17750.0,United Kingdom
576840,22920,HERB MARKER BASIL,2,2011-11-16 15:23:00,1.63,,United Kingdom
576927,23388,WOODLAND MINI BACKPACK,4,2011-11-17 11:02:00,4.15,12567.0,France
564371,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-25 09:53:00,1.65,17705.0,United Kingdom
560434,22652,TRAVEL SEWING KIT,1,2011-07-18 15:56:00,3.29,,United Kingdom
571845,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,2011-10-19 12:34:00,1.45,16869.0,United Kingdom
555150,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-05-31 15:53:00,2.55,,United Kingdom
578065,21000,ROSE DU SUD COSMETICS BAG,1,2011-11-22 15:41:00,3.29,,United Kingdom
556537,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2011-06-13 12:38:00,0.85,17725.0,United Kingdom
564061,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-22 14:38:00,2.08,14505.0,United Kingdom
547874,22090,PAPER BUNTING RETROSPOT,2,2011-03-27 15:39:00,2.95,14476.0,United Kingdom
553411,23206,LUNCH BAG APPLE DESIGN,10,2011-05-17 09:28:00,1.65,12714.0,France
567668,85131B,BEADED CRYSTAL HEART GREEN ON STICK,1,2011-09-21 15:29:00,0.83,,United Kingdom
541971,20676,RED RETROSPOT BOWL,1,2011-01-24 13:48:00,2.46,,United Kingdom
566822,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-09-15 11:33:00,1.65,17677.0,United Kingdom
576929,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-17 11:09:00,1.25,16638.0,United Kingdom
581492,21986,PACK OF 12 PINK POLKADOT TISSUES,3,2011-12-09 10:03:00,0.83,,United Kingdom
544934,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-02-25 09:01:00,9.95,13345.0,United Kingdom
538148,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,5,2010-12-09 16:26:00,5.91,,United Kingdom
551984,22684,FRENCH BLUE METAL DOOR SIGN 9,10,2011-05-05 14:37:00,1.25,15841.0,United Kingdom
566605,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2011-09-13 16:27:00,1.65,13263.0,United Kingdom
578808,21326,AGED GLASS SILVER T-LIGHT HOLDER,72,2011-11-25 13:23:00,0.65,16327.0,United Kingdom
574077,20931,BLUE POT PLANT CANDLE ,1,2011-11-02 15:56:00,2.95,17999.0,United Kingdom
573286,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-10-28 14:38:00,1.25,,Switzerland
578702,20723,STRAWBERRY CHARLOTTE BAG,10,2011-11-25 10:58:00,0.85,15382.0,United Kingdom
545835,22293,HANGING CHICK GREEN DECORATION,2,2011-03-07 13:17:00,1.45,17654.0,United Kingdom
546850,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-03-17 13:20:00,0.85,13268.0,United Kingdom
562934,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-08-10 16:56:00,4.13,,United Kingdom
567671,90214K,"LETTER ""K"" BLING KEY RING",1,2011-09-21 15:34:00,0.83,,United Kingdom
C543661,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,2011-02-11 10:41:00,4.95,12471.0,Germany
561381,22423,REGENCY CAKESTAND 3 TIER,6,2011-07-26 17:14:00,12.75,17920.0,United Kingdom
541997,16015,MEDIUM CHINESE STYLE SCISSOR,20,2011-01-25 10:38:00,0.5,18077.0,United Kingdom
560547,22464,HANGING METAL HEART LANTERN,12,2011-07-19 12:39:00,1.65,17419.0,United Kingdom
562615,82581,TOILET METAL SIGN,9,2011-08-08 12:20:00,0.55,16458.0,United Kingdom
564353,22991,GIRAFFE WOODEN RULER,12,2011-08-24 15:08:00,1.95,15764.0,United Kingdom
558810,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,2011-07-04 11:11:00,4.13,,United Kingdom
569106,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-09-30 12:36:00,4.25,17376.0,United Kingdom
567425,22866,HAND WARMER SCOTTY DOG DESIGN,96,2011-09-20 11:32:00,1.85,13767.0,United Kingdom
539647,48185,DOORMAT FAIRY CAKE,1,2010-12-20 16:08:00,7.95,15460.0,United Kingdom
573381,23375,50'S CHRISTMAS PAPER GIFT BAG,1,2011-10-30 14:05:00,0.82,17590.0,United Kingdom
576897,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-11-17 08:41:00,9.95,17828.0,Malta
579555,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2,2011-11-30 11:08:00,4.95,16241.0,United Kingdom
561600,22384,LUNCH BAG PINK POLKADOT,4,2011-07-28 11:29:00,1.65,15861.0,United Kingdom
557222,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-06-17 13:14:00,1.65,14936.0,Channel Islands
C574499,21218,RED SPOTTY BISCUIT TIN,-1,2011-11-04 13:14:00,3.75,14412.0,United Kingdom
547399,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-03-22 16:55:00,4.96,,United Kingdom
540505,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-01-09 11:05:00,0.29,17095.0,United Kingdom
548870,47580,TEA TIME DES TEA COSY,1,2011-04-04 14:41:00,2.55,14606.0,United Kingdom
576837,22598,CHRISTMAS MUSICAL ZINC TREE,3,2011-11-16 15:16:00,0.83,,United Kingdom
542626,22384,LUNCH BAG PINK POLKADOT,10,2011-01-31 09:51:00,1.65,12720.0,Germany
574328,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-11-04 09:05:00,1.06,13081.0,United Kingdom
578736,21137,BLACK RECORD COVER FRAME,24,2011-11-25 11:33:00,3.39,12681.0,France
580155,21181,PLEASE ONE PERSON METAL SIGN,48,2011-12-02 10:30:00,1.85,13183.0,United Kingdom
559745,23321,SMALL WHITE HEART OF WICKER,8,2011-07-12 11:15:00,1.65,17790.0,United Kingdom
580133,23569,TRADTIONAL ALPHABET STAMP SET,3,2011-12-01 18:43:00,4.95,15531.0,United Kingdom
578852,23409,PHOTO FRAME LINEN AND LACE LARGE,1,2011-11-27 11:12:00,3.75,17841.0,United Kingdom
558355,22667,RECIPE BOX RETROSPOT ,1,2011-06-28 14:58:00,2.95,13614.0,United Kingdom
548550,21794,CLASSIC FRENCH STYLE BASKET NATURAL,2,2011-04-01 08:22:00,6.75,18161.0,United Kingdom
559052,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,2011-07-05 16:53:00,2.46,,United Kingdom
556243,23206,LUNCH BAG APPLE DESIGN,2,2011-06-09 16:07:00,4.13,,United Kingdom
543013,22602,RETROSPOT WOODEN HEART DECORATION,1,2011-02-02 13:35:00,1.63,,United Kingdom
558085,21242,RED RETROSPOT PLATE ,8,2011-06-26 11:53:00,1.69,13021.0,United Kingdom
581414,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1,2011-12-08 14:39:00,3.75,14730.0,United Kingdom
575089,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-08 14:02:00,2.89,13437.0,United Kingdom
555650,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-06-06 13:48:00,7.95,14156.0,EIRE
556794,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-06-14 14:06:00,0.55,13720.0,United Kingdom
578935,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2011-11-27 12:52:00,3.75,15351.0,United Kingdom
566483,23439,HAND WARMER RED LOVE HEART,12,2011-09-13 09:47:00,2.1,13880.0,United Kingdom
568046,22066,LOVE HEART TRINKET POT,2,2011-09-23 12:16:00,0.39,18118.0,United Kingdom
580305,21329,DINOSAURS  WRITING SET ,1,2011-12-02 14:26:00,1.65,12970.0,United Kingdom
563209,23331,DECORATIVE WICKER HEART SMALL,14,2011-08-14 12:23:00,0.63,13527.0,United Kingdom
536621,21790,VINTAGE SNAP CARDS,48,2010-12-02 10:35:00,0.85,13108.0,United Kingdom
546404,22128,PARTY CONES CANDY ASSORTED,120,2011-03-11 15:42:00,1.06,13509.0,United Kingdom
575739,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,2011-11-11 09:05:00,1.25,,United Kingdom
568667,22153,ANGEL DECORATION STARS ON DRESS,5,2011-09-28 13:00:00,0.42,14606.0,United Kingdom
542622,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-01-31 09:09:00,2.46,,United Kingdom
558484,22055,MINI CAKE STAND  HANGING STRAWBERY,16,2011-06-30 10:09:00,1.65,14267.0,United Kingdom
539338,84992,72 SWEETHEART FAIRY CAKE CASES,240,2010-12-17 10:54:00,0.55,17404.0,Sweden
537240,84580,MOUSE TOY WITH PINK T-SHIRT,1,2010-12-06 10:08:00,4.21,,United Kingdom
573286,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-10-28 14:38:00,4.95,,Switzerland
561885,20856,DENIM PATCH PURSE PINK BUTTERFLY,2,2011-07-31 13:13:00,1.65,15532.0,United Kingdom
541872,22047,EMPIRE GIFT WRAP,25,2011-01-24 09:52:00,0.42,14796.0,United Kingdom
557644,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-06-21 17:06:00,4.13,,United Kingdom
577485,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2011-11-20 11:56:00,9.95,16360.0,United Kingdom
572108,23459,DOLLY CABINET 2 DRAWERS ,2,2011-10-20 18:08:00,12.5,15814.0,United Kingdom
555896,84912B,GREEN ROSE WASHBAG,10,2011-06-07 16:04:00,3.75,15640.0,United Kingdom
577341,23326,HANGING MINI COLOURED BOTTLES,48,2011-11-18 15:00:00,0.63,16279.0,United Kingdom
572520,22469,HEART OF WICKER SMALL,40,2011-10-24 15:05:00,1.45,13165.0,United Kingdom
541886,22624,IVORY KITCHEN SCALES,4,2011-01-24 11:21:00,8.5,15039.0,United Kingdom
537640,22652,TRAVEL SEWING KIT,9,2010-12-07 15:31:00,4.21,,United Kingdom
566577,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2011-09-13 13:29:00,19.96,,United Kingdom
553923,22083,PAPER CHAIN KIT RETROSPOT,6,2011-05-20 09:30:00,2.95,13266.0,United Kingdom
556820,15056BL,EDWARDIAN PARASOL BLACK,3,2011-06-15 10:22:00,5.95,12682.0,France
578036,20978,36 PENCILS TUBE SKULLS,2,2011-11-22 14:04:00,1.25,16474.0,United Kingdom
543548,22427,ENAMEL FLOWER JUG CREAM,3,2011-02-10 09:21:00,5.95,13706.0,United Kingdom
575654,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-11-10 14:28:00,1.45,15238.0,United Kingdom
569246,22589,CARDHOLDER GINGHAM STAR,1,2011-10-03 09:57:00,4.96,14096.0,United Kingdom
553005,22919,HERB MARKER MINT,2,2011-05-12 16:29:00,0.65,14651.0,United Kingdom
548711,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-04-03 14:24:00,0.55,18116.0,United Kingdom
543484,22526,WHEELBARROW FOR CHILDREN ,3,2011-02-09 10:11:00,12.75,12721.0,France
573347,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-10-30 12:26:00,0.29,13137.0,United Kingdom
579529,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-11-30 08:50:00,1.25,12488.0,France
575915,84030E,ENGLISH ROSE HOT WATER BOTTLE,48,2011-11-11 16:33:00,3.75,15903.0,United Kingdom
543182,21931,JUMBO STORAGE BAG SUKI,4,2011-02-04 10:40:00,4.13,,United Kingdom
578125,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,192,2011-11-23 10:31:00,0.72,17511.0,United Kingdom
539488,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-20 09:37:00,1.65,12377.0,Switzerland
537400,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-06 14:36:00,2.95,17191.0,United Kingdom
544571,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,2011-02-21 13:07:00,0.29,15146.0,United Kingdom
573300,23354,6 GIFT TAGS 50'S CHRISTMAS ,1,2011-10-28 16:10:00,0.83,16049.0,United Kingdom
575930,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-11-11 17:58:00,5.79,,United Kingdom
544479,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2011-02-21 10:28:00,0.42,14646.0,Netherlands
537851,22644,CERAMIC CHERRY CAKE MONEY BANK,72,2010-12-08 15:39:00,1.25,13758.0,United Kingdom
565129,22896,PEG BAG APPLES DESIGN,2,2011-09-01 12:41:00,2.55,15719.0,United Kingdom
558366,23118,PARISIENNE JEWELLERY DRAWER ,96,2011-06-28 15:30:00,5.32,13631.0,United Kingdom
558416,22854,CREAM SWEETHEART EGG HOLDER,2,2011-06-29 10:50:00,4.95,16059.0,United Kingdom
568142,23159,SET OF 5 PANCAKE DAY MAGNETS,2,2011-09-25 11:22:00,2.08,16744.0,United Kingdom
570688,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-10-11 16:29:00,6.63,,United Kingdom
571215,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-10-14 12:57:00,1.45,13810.0,Germany
557747,22904,CALENDAR PAPER CUT DESIGN,6,2011-06-22 12:25:00,2.95,13611.0,United Kingdom
580727,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,2011-12-05 17:17:00,1.63,14096.0,United Kingdom
542727,22677,FRENCH BLUE METAL DOOR SIGN 2,2,2011-01-31 15:09:00,1.25,17604.0,United Kingdom
566234,22224,WHITE LOVEBIRD LANTERN,4,2011-09-11 11:08:00,2.95,15035.0,United Kingdom
551014,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-04-26 11:04:00,7.95,13209.0,United Kingdom
536975,22113,GREY HEART HOT WATER BOTTLE,8,2010-12-03 14:04:00,3.75,14911.0,EIRE
551426,21915,RED  HARMONICA IN BOX ,12,2011-04-28 14:39:00,1.25,14022.0,United Kingdom
563924,23255,CHILDRENS CUTLERY CIRCUS PARADE,1,2011-08-21 14:32:00,4.15,15984.0,United Kingdom
544089,84913B,MINT GREEN ROSE TOWEL,3,2011-02-15 17:51:00,3.29,,United Kingdom
552702,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-05-10 16:00:00,3.29,,United Kingdom
558564,23193,BUFFALO BILL TREASURE BOOK BOX,3,2011-06-30 13:45:00,2.25,14057.0,United Kingdom
566402,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,48,2011-09-12 13:34:00,0.39,14997.0,United Kingdom
570488,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-10-10 17:12:00,16.63,14096.0,United Kingdom
581480,23355,HOT WATER BOTTLE KEEP CALM,12,2011-12-09 09:07:00,4.95,14441.0,United Kingdom
578315,23109,PACK OF SIX LED TEA LIGHTS,12,2011-11-23 16:34:00,2.89,17725.0,United Kingdom
559016,15056N,EDWARDIAN PARASOL NATURAL,30,2011-07-05 13:01:00,5.95,14051.0,United Kingdom
566772,23120,PACK OF 6 SMALL FRUIT STRAWS,24,2011-09-15 09:41:00,0.42,13107.0,United Kingdom
546306,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,2011-03-10 16:16:00,2.46,,United Kingdom
538071,22324,BLUE POLKADOT KIDS BAG,1,2010-12-09 14:09:00,4.21,,United Kingdom
C578061,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-2,2011-11-22 15:29:00,2.95,15811.0,United Kingdom
556302,23211,RED ROCKING HORSE HAND PAINTED,144,2011-06-10 10:24:00,1.04,15267.0,United Kingdom
540014,21654,RIDGED GLASS FINGER BOWL,1,2011-01-04 11:34:00,1.45,14606.0,United Kingdom
574481,23288,GREEN VINTAGE SPOT BEAKER,1,2011-11-04 12:45:00,0.85,18022.0,United Kingdom
546899,21930,JUMBO STORAGE BAG SKULLS,30,2011-03-17 18:27:00,1.65,14298.0,United Kingdom
555742,16156S,WRAP PINK FAIRY CAKES ,25,2011-06-07 10:34:00,0.42,16949.0,United Kingdom
567170,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-09-18 12:40:00,1.25,13566.0,United Kingdom
547841,23154,SET OF 4 JAM JAR MAGNETS,3,2011-03-27 11:02:00,2.08,16923.0,United Kingdom
543467,22132,RED LOVE HEART SHAPE CUP,3,2011-02-08 14:35:00,1.63,,United Kingdom
543629,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-02-10 15:55:00,2.46,,United Kingdom
538625,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,12,2010-12-13 12:50:00,2.1,14544.0,United Kingdom
570108,23541,WALL ART CLASSIC PUDDINGS ,2,2011-10-07 12:25:00,8.25,13004.0,United Kingdom
540352,20717,STRAWBERRY SHOPPER BAG,7,2011-01-06 14:27:00,0.85,,United Kingdom
555924,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-06-07 17:12:00,2.92,,United Kingdom
537852,51008,AFGHAN SLIPPER SOCK PAIR,50,2010-12-08 15:56:00,3.45,17340.0,United Kingdom
580754,84030e,ENGLISH ROSE HOT WATER BOTTLE,3,2011-12-06 10:05:00,9.13,,United Kingdom
565436,23077,DOUGHNUT LIP GLOSS ,20,2011-09-04 13:45:00,1.25,14189.0,United Kingdom
541698,20713,JUMBO BAG OWLS,2,2011-01-20 19:16:00,1.95,14713.0,United Kingdom
573893,23041,PAPER LANTERN 9 POINT SNOW STAR,8,2011-11-01 13:57:00,4.15,18270.0,United Kingdom
537624,21817,GLITTER CHRISTMAS TREE,3,2010-12-07 14:41:00,0.85,12748.0,United Kingdom
572910,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-26 15:58:00,0.95,15990.0,United Kingdom
541584,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-01-19 14:12:00,4.96,,United Kingdom
574310,23453,OVAL  MINI PORTRAIT FRAME,2,2011-11-03 16:56:00,1.95,13467.0,United Kingdom
575176,23405,HOME SWEET HOME 2 DRAWER CABINET,1,2011-11-08 18:29:00,10.79,,United Kingdom
553525,22189,CREAM HEART CARD HOLDER,3,2011-05-17 14:50:00,3.95,16266.0,United Kingdom
